# Bispectrum monopole for SGC EZmock_complete
# Subtracted SN: kindep
# k1-eff  k2-eff  k3-eff  B0  B0-BSN  Std_dev  Std_dev(-BSN)
1.042599999999999950e-02 6.007599999999999746e-02 6.007599999999999746e-02 1.169789589381318092e+10 6.099289780745513916e+09 4.357233679309619904e+09 4.357415345782803535e+09
1.042599999999999950e-02 6.007599999999999746e-02 6.506599999999999884e-02 1.168638396944614601e+10 6.087777856378494263e+09 3.499661075236894131e+09 3.499158963999066353e+09
1.042599999999999950e-02 6.007599999999999746e-02 7.006400000000000128e-02 1.230747746783017349e+10 6.708871354762528419e+09 3.727754020565097332e+09 3.726585106592025280e+09
1.042599999999999950e-02 6.007599999999999746e-02 7.506100000000000272e-02 1.304508018515712357e+10 7.446474072089474678e+09 8.220701153922321320e+09 8.220442068238960266e+09
1.042599999999999950e-02 6.506599999999999884e-02 6.506599999999999884e-02 1.135243268209441566e+10 5.753826569026762962e+09 4.012612426565528870e+09 4.012981253354735851e+09
1.042599999999999950e-02 6.506599999999999884e-02 7.006400000000000128e-02 1.143195657149083328e+10 5.833350458423191071e+09 3.220980226625785828e+09 3.219887040527326584e+09
1.042599999999999950e-02 6.506599999999999884e-02 7.506100000000000272e-02 1.213445062405895424e+10 6.535844510991306305e+09 3.523060630018755436e+09 3.523589561807374477e+09
1.042599999999999950e-02 6.506599999999999884e-02 8.005600000000000216e-02 1.265250342480775261e+10 7.053897311740088463e+09 7.640130743410729408e+09 7.640119800895984650e+09
1.042599999999999950e-02 7.006400000000000128e-02 7.006400000000000128e-02 1.139690249990234184e+10 5.798296386834674835e+09 3.863464068018427849e+09 3.862207343225660324e+09
1.042599999999999950e-02 7.006400000000000128e-02 7.506100000000000272e-02 1.128806984564096642e+10 5.689463732573312759e+09 3.101323025194388390e+09 3.101534397003221035e+09
1.042599999999999950e-02 7.006400000000000128e-02 8.005600000000000216e-02 1.184349336352930069e+10 6.244887250461644173e+09 3.190572604223870277e+09 3.190880954512554646e+09
1.042599999999999950e-02 7.506100000000000272e-02 7.506100000000000272e-02 1.103933861500567436e+10 5.440732501938011169e+09 3.524306485154473305e+09 3.524291214925995350e+09
1.042599999999999950e-02 7.506100000000000272e-02 8.005600000000000216e-02 1.091910463130598259e+10 5.320498518238320351e+09 2.972707734446272373e+09 2.971865914919986248e+09
1.042599999999999950e-02 8.005600000000000216e-02 8.005600000000000216e-02 1.063401153772674561e+10 5.035405424659088135e+09 3.382775609743383408e+09 3.381450502074550629e+09
1.528299999999999971e-02 1.528299999999999971e-02 1.528299999999999971e-02 1.722538808175859070e+10 1.162678196869094086e+10 2.604051768940409088e+10 2.604103515227230072e+10
1.528299999999999971e-02 1.528299999999999971e-02 2.021500000000000033e-02 1.704941119896474075e+10 1.145080508589713287e+10 1.364864520334835243e+10 1.364769298287437057e+10
1.528299999999999971e-02 1.528299999999999971e-02 2.516799999999999940e-02 1.758870119052452850e+10 1.199009507745684242e+10 1.200366839429221916e+10 1.200229131710519028e+10
1.528299999999999971e-02 1.528299999999999971e-02 3.012099999999999847e-02 1.778864358563134384e+10 1.219003747256367683e+10 1.460043152853728294e+10 1.459959617999767685e+10
1.528299999999999971e-02 1.528299999999999971e-02 3.511199999999999738e-02 1.784398739094651031e+10 1.224538127787885284e+10 3.319702503400759506e+10 3.319573208730017090e+10
1.528299999999999971e-02 2.021500000000000033e-02 2.021500000000000033e-02 1.661715186136534691e+10 1.101854574829769516e+10 1.155016286286589813e+10 1.154893801137937546e+10
1.528299999999999971e-02 2.021500000000000033e-02 2.516799999999999940e-02 1.672604346636116791e+10 1.112743735329353142e+10 7.387387403082830429e+09 7.387305214700331688e+09
1.528299999999999971e-02 2.021500000000000033e-02 3.012099999999999847e-02 1.686357473439653778e+10 1.126496862132885742e+10 7.027754261745989799e+09 7.028226159048731804e+09
1.528299999999999971e-02 2.021500000000000033e-02 3.511199999999999738e-02 1.724744074106637192e+10 1.164883462799873352e+10 8.438598856297369003e+09 8.437358960505086899e+09
1.528299999999999971e-02 2.021500000000000033e-02 4.010899999999999882e-02 1.706904442197629547e+10 1.147043830890865707e+10 1.828227452292329788e+10 1.828270105721265793e+10
1.528299999999999971e-02 2.516799999999999940e-02 2.516799999999999940e-02 1.604726442932981682e+10 1.044865831626212311e+10 8.755248087984870911e+09 8.755056701737018585e+09
1.528299999999999971e-02 2.516799999999999940e-02 3.012099999999999847e-02 1.560089878392949295e+10 1.000229267086182976e+10 5.716863603791357040e+09 5.717138732788591385e+09
1.528299999999999971e-02 2.516799999999999940e-02 3.511199999999999738e-02 1.572821364063755035e+10 1.012960752756990433e+10 5.427318998216421127e+09 5.426342310974045753e+09
1.528299999999999971e-02 2.516799999999999940e-02 4.010899999999999882e-02 1.631218891528570366e+10 1.071358280221803856e+10 6.525655275791084290e+09 6.524184196051650047e+09
1.528299999999999971e-02 2.516799999999999940e-02 4.509300000000000114e-02 1.696648259195216560e+10 1.136787647888452530e+10 1.517060233892681885e+10 1.517170870154115486e+10
1.528299999999999971e-02 3.012099999999999847e-02 3.012099999999999847e-02 1.516511439502217865e+10 9.566508281954530716e+09 6.772818325077842712e+09 6.772454475650618553e+09
1.528299999999999971e-02 3.012099999999999847e-02 3.511199999999999738e-02 1.502470222382194519e+10 9.426096110754293442e+09 4.706571508121901512e+09 4.706049822634516716e+09
1.528299999999999971e-02 3.012099999999999847e-02 4.010899999999999882e-02 1.525330829907004738e+10 9.654702186002355576e+09 4.417591245483382225e+09 4.416804311402059555e+09
1.528299999999999971e-02 3.012099999999999847e-02 4.509300000000000114e-02 1.548614281111679077e+10 9.887536698049152374e+09 5.694939667320419312e+09 5.695082251344569206e+09
1.528299999999999971e-02 3.012099999999999847e-02 5.008300000000000252e-02 1.498671528797669983e+10 9.388109174909023285e+09 1.345892151138639832e+10 1.345876877753755188e+10
1.528299999999999971e-02 3.511199999999999738e-02 3.511199999999999738e-02 1.419034286134003448e+10 8.591736748272388458e+09 5.760663274531410217e+09 5.760125519412322998e+09
1.528299999999999971e-02 3.511199999999999738e-02 4.010899999999999882e-02 1.429367526580899620e+10 8.695069152741329193e+09 3.962748909814712048e+09 3.962040899447385311e+09
1.528299999999999971e-02 3.511199999999999738e-02 4.509300000000000114e-02 1.449683607786266708e+10 8.898229964794996262e+09 3.822202984284187794e+09 3.822189598188002110e+09
1.528299999999999971e-02 3.511199999999999738e-02 5.008300000000000252e-02 1.483212133777986526e+10 9.233515224712238312e+09 4.808675668853014946e+09 4.808173011421357155e+09
1.528299999999999971e-02 3.511199999999999738e-02 5.508300000000000002e-02 1.517941387740112305e+10 9.580807764333452225e+09 1.126375091034942436e+10 1.126439256399785995e+10
1.528299999999999971e-02 4.010899999999999882e-02 4.010899999999999882e-02 1.391744864789265060e+10 8.318842534825003624e+09 4.846418778913880348e+09 4.846798179207059860e+09
